,doc_embeddings,labels,text_names
80,"[-1.6281572580337524, -0.5194428563117981, 0.2776658833026886, -0.7291766405105591, 0.43838977813720703, 0.6622775793075562, 0.3116496205329895, 0.014201153069734573, -0.913374125957489, 0.46691492199897766, -0.9620144367218018, -1.1373828649520874, 0.7433760762214661, -1.3228018283843994, 0.7245261669158936, -1.5546174049377441, -1.594887614250183, 1.1244322061538696, -0.9526662826538086, 1.0123611688613892, -1.0998653173446655, -0.4012441337108612, -0.4105720818042755, 1.7431585788726807, -0.08215928077697754, 0.2665446698665619, -0.6535241603851318]",dumplings,2.txt
81,"[-1.1831272840499878, -0.3544953167438507, 0.5924970507621765, -0.03480575233697891, -1.5937570333480835, -0.12734495103359222, 0.7988112568855286, -0.8759424686431885, -0.25647440552711487, -0.2894650399684906, -0.7807663083076477, -2.4301435947418213, 0.6227923035621643, -1.552377462387085, -0.20984388887882233, -0.8969371914863586, -1.4368020296096802, -0.5349053144454956, 0.10040898621082306, 0.8092458844184875, -1.7329556941986084, -0.5938683748245239, -0.4525792598724365, -0.32278943061828613, -1.6714046001434326, 0.17813903093338013, -2.1747419834136963]",dumplings,3.txt
82,"[-0.20354220271110535, 0.06524567306041718, -1.6819618940353394, -1.6520800590515137, 0.1265280544757843, 1.1961454153060913, -0.7389732599258423, -0.36053666472435, 0.4788420796394348, -0.21691018342971802, 0.3636939823627472, -1.931226134300232, 0.13561764359474182, -1.2364041805267334, 1.07295823097229, -0.9617403149604797, -0.30303144454956055, 0.4211737811565399, 1.4504876136779785, 1.8951354026794434, -2.4156954288482666, -0.6770251989364624, 0.8631502985954285, 1.3820027112960815, 0.45120999217033386, 0.3093273341655731, -1.2626314163208008]",dumplings,4.txt
83,"[-1.5360503196716309, -1.1170510053634644, -0.9736143350601196, 0.22687917947769165, 0.33303776383399963, 0.4170190095901489, 0.15446364879608154, -1.0978822708129883, -0.003828453365713358, 0.4050104320049286, -1.2346000671386719, -2.218203067779541, -1.1223623752593994, -1.6468456983566284, 1.808214545249939, -0.8750285506248474, -0.8595458269119263, -0.029247578233480453, -0.22071895003318787, -0.5588060021400452, 0.23822784423828125, -0.8517166376113892, 0.273154079914093, 0.7239046096801758, -0.697587788105011, -0.85350501537323, -0.48399820923805237]",dumplings,5.txt
84,"[-1.9215247631072998, -1.4575952291488647, -0.2840849757194519, -0.9657450318336487, 0.36051300168037415, 0.8472024202346802, 0.18138398230075836, -1.0308103561401367, -0.5076611042022705, 0.36373838782310486, -1.347777247428894, -1.2430379390716553, -0.0339314341545105, -1.5483505725860596, 2.1403863430023193, -1.612988829612732, -0.7849324345588684, 1.268898844718933, -0.8143579959869385, -0.7364134788513184, -0.0033813193440437317, -1.5787636041641235, -0.30247893929481506, 0.3072347044944763, 0.7462403178215027, -1.1290740966796875, -0.293603777885437]",dumplings,6.txt
85,"[-1.3555513620376587, -0.9855203032493591, 0.6472617983818054, -0.626463770866394, -0.5734889507293701, -0.2481597363948822, 0.21764613687992096, -0.05550871416926384, 0.5780336856842041, -0.09840704500675201, -0.016891762614250183, -2.0270116329193115, 0.2535715699195862, -1.4844903945922852, 0.015502911061048508, -1.0668023824691772, -1.20500648021698, -0.49088361859321594, -0.9366998076438904, 1.3251832723617554, -0.6602199673652649, -0.7678280472755432, 0.14200566709041595, -0.22443415224552155, -0.8961525559425354, 0.26030516624450684, -1.0186049938201904]",dumplings,7.txt
86,"[-1.2257416248321533, -0.5873092412948608, -0.3488321006298065, -0.8430326581001282, -0.491984486579895, 0.7001517415046692, -0.01824570819735527, -0.6819692254066467, 0.29636064171791077, -0.6758878827095032, -0.1661624312400818, -1.7116447687149048, 0.34583544731140137, -2.6208088397979736, 1.1648907661437988, -0.5073336958885193, -1.0595234632492065, 0.9252185821533203, 0.7142361998558044, 1.2902686595916748, -2.1974527835845947, -0.13140399754047394, -0.4557458460330963, 0.7305096983909607, -0.5756195187568665, -0.09677769988775253, -1.5141736268997192]",dumplings,8.txt
87,"[-1.7560979127883911, -0.329071044921875, -0.010661092586815357, 0.10659708827733994, -0.34260037541389465, 0.4322623014450073, -1.0711733102798462, -0.8335877060890198, 0.8370231986045837, -1.3776682615280151, -1.671098232269287, -1.0425703525543213, 0.5047858357429504, -0.38532403111457825, 1.166333794593811, -1.2786364555358887, -1.944582462310791, 1.2218475341796875, -1.1097770929336548, 1.3913099765777588, 0.2814730107784271, -0.3780706822872162, 0.8326444029808044, 0.38175830245018005, -0.916013777256012, -0.5926181674003601, -0.7460873126983643]",dumplings,9.txt
88,"[0.39022353291511536, -0.17683422565460205, -1.6555894613265991, 2.0637714862823486, -1.0237573385238647, -1.2985095977783203, -1.0070257186889648, 1.3348733186721802, 1.2908010482788086, -0.2980740964412689, 0.676690936088562, 0.9236483573913574, -0.07327456772327423, 1.4881815910339355, -1.1675688028335571, 0.2062026709318161, 1.0127876996994019, 1.7981981039047241, 0.6115805506706238, -0.9552170038223267, -0.6947404742240906, 0.22870038449764252, 0.8035907745361328, 0.6902586817741394, -0.05442532151937485, 2.2618558406829834, 0.39942049980163574]",french_toast,1.txt
89,"[1.0502804517745972, -1.4349279403686523, -0.5731174349784851, 1.644565224647522, 1.377253770828247, 1.2322156429290771, -0.9873621463775635, -1.1727042198181152, -0.25883767008781433, 0.4243810474872589, 0.8121973872184753, 1.7045584917068481, -0.37420886754989624, -0.28851377964019775, 0.6460397243499756, -0.6660948991775513, -1.531368374824524, 0.4927417039871216, -1.2793192863464355, -1.3083364963531494, -2.90966534614563, 0.5381676554679871, -0.12477730959653854, -0.36497560143470764, 1.267533779144287, -0.6445164680480957, -0.17651720345020294]",french_toast,10.txt
90,"[0.2680642008781433, -0.005194858647882938, -0.5705925226211548, 1.144926905632019, -0.2241549789905548, -0.5159313678741455, -1.9124716520309448, 0.1924477517604828, -1.3588712215423584, 0.43107667565345764, 1.151146411895752, 0.12340456247329712, 0.657987117767334, 1.373016357421875, -1.6533278226852417, -0.888814389705658, 0.5212408900260925, 0.6382690668106079, 0.34932708740234375, -0.7065425515174866, -1.8708614110946655, 0.11328636109828949, 0.47875744104385376, -1.5924688577651978, 1.408314824104309, -0.6680724620819092, 1.5629490613937378]",french_toast,11.txt
91,"[0.4504201114177704, -0.04863395541906357, -0.6700706481933594, 2.0734658241271973, 0.2413235604763031, -0.7486227750778198, -0.5528678894042969, 2.2688355445861816, -0.2640165090560913, 0.679606556892395, 0.9434417486190796, 0.704698920249939, -1.5170836448669434, 1.3594274520874023, -2.165283679962158, -0.4762911796569824, 0.8038742542266846, 1.0712089538574219, 1.767179250717163, -1.0457645654678345, -2.5123002529144287, -0.3745647370815277, -0.16025125980377197, 0.2565666735172272, 1.0867060422897339, 0.6945270895957947, -0.08800873905420303]",french_toast,12.txt
92,"[1.524458408355713, 1.0790722370147705, -2.0870890617370605, 2.1748852729797363, 0.5772797465324402, -0.7186939716339111, -1.2736480236053467, 1.448064923286438, -0.37092921137809753, 1.566810965538025, 0.6947696805000305, 0.3445003926753998, -1.1547237634658813, 1.2228599786758423, -0.7129926085472107, -0.46488672494888306, 0.6814137697219849, 0.42826133966445923, 0.2259076088666916, -1.516849160194397, -1.20976722240448, -0.9341439008712769, 0.7108699083328247, -0.7680410742759705, 0.9998612403869629, -0.783560037612915, 0.33733493089675903]",french_toast,13.txt
93,"[1.7334016561508179, -1.564595103263855, 0.39735186100006104, 1.2504897117614746, 0.5377630591392517, 0.6124556064605713, -0.8473414778709412, -0.2655969262123108, -0.7927766442298889, 1.1035182476043701, 0.6867603063583374, 1.4312406778335571, 0.32019054889678955, 0.49725663661956787, 0.1639314740896225, -0.14421285688877106, -0.2657066881656647, 0.25205937027931213, -0.4807444214820862, -1.937328577041626, -1.4640411138534546, 2.1521880626678467, 0.2528018057346344, -0.21612265706062317, 1.5852019786834717, -0.5530930757522583, -0.28727957606315613]",french_toast,14.txt
94,"[-0.2695558965206146, 0.27426522970199585, -0.6052479147911072, 2.255565881729126, 0.24195992946624756, -1.1821208000183105, -1.4720364809036255, 0.6558659076690674, -0.5176894068717957, 0.8956714868545532, 0.5748215317726135, 2.100804090499878, 0.24093516170978546, 1.7116414308547974, -0.3680623769760132, -1.4180021286010742, -0.7641364336013794, -0.44735413789749146, 0.015590067021548748, -0.5011194944381714, -0.970885157585144, 0.857718825340271, 1.609052062034607, 0.0450432188808918, 1.2662895917892456, 0.47232168912887573, -0.17997750639915466]",french_toast,2.txt
95,"[1.143027424812317, -0.3762737512588501, -1.6046122312545776, 0.8938347101211548, -0.30572617053985596, -0.03485123813152313, -1.1529293060302734, -1.0851922035217285, -1.251707673072815, 1.307501196861267, 0.5621035099029541, 2.078266143798828, -0.5145943760871887, 0.7896073460578918, 0.9781776070594788, -0.41726773977279663, 0.09596100449562073, 0.10364459455013275, -1.8599045276641846, -2.0067453384399414, -0.40724977850914, 1.4112813472747803, 1.475548505783081, -0.7004817128181458, -0.5070128440856934, 1.4657858610153198, -0.12255649268627167]",french_toast,3.txt
96,"[0.8585329651832581, -0.5823068618774414, -1.074158787727356, 1.5726444721221924, 1.0957317352294922, -0.9117247462272644, -0.5723091959953308, -0.12018948048353195, -1.0956711769104004, 0.4731016159057617, -0.2362564653158188, 1.215634822845459, -0.30786189436912537, 1.2754374742507935, 1.539901852607727, 0.280270516872406, 1.0504300594329834, 0.3286990523338318, -1.0784335136413574, -2.1378705501556396, -1.73402738571167, 0.002011191565543413, 0.5304679274559021, 0.9171315431594849, 1.8316380977630615, 0.035538047552108765, -0.4109762907028198]",french_toast,4.txt
97,"[1.3692033290863037, 0.031298018991947174, -1.3869129419326782, 2.3525094985961914, 0.8475402593612671, -1.160483956336975, -1.1125999689102173, 2.0698540210723877, -0.33946558833122253, 1.1480422019958496, 0.4524551331996918, 0.3159618377685547, -1.4048291444778442, -0.5415101647377014, -1.3172385692596436, -0.8337887525558472, 0.8189518451690674, 0.15015831589698792, -0.5318552255630493, -1.4338194131851196, -0.6612349152565002, -0.23380090296268463, 1.076011061668396, 0.05505102127790451, 0.3071286976337433, 0.7055057883262634, 0.20364175736904144]",french_toast,5.txt
98,"[1.5063679218292236, -1.4847983121871948, -0.6398063898086548, 0.05716985836625099, 1.2576355934143066, -0.9688563346862793, -1.4081462621688843, -0.149292454123497, -1.214111089706421, 1.839124321937561, -0.42331698536872864, 2.083800792694092, -1.4330332279205322, -0.16083157062530518, -0.5726171135902405, -0.058541081845760345, -1.0997028350830078, 0.5345587134361267, -0.8915137052536011, -0.4409155249595642, -1.6107009649276733, -0.48877742886543274, 1.8627878427505493, 0.8196425437927246, -0.03125924989581108, -0.0799819827079773, -1.1555662155151367]",french_toast,6.txt
99,"[1.0218563079833984, -0.7168242335319519, -0.6789477467536926, 0.4094243347644806, -0.1497344821691513, -1.652546763420105, 0.7862270474433899, -0.14155669510364532, -0.6191233396530151, -0.7018842101097107, 1.536491870880127, 0.3953166902065277, -0.5763970613479614, 1.42302405834198, -0.3573029041290283, -0.6549863815307617, 0.7596113681793213, 1.323688268661499, -2.3301312923431396, -0.8407318592071533, -0.6040123105049133, 1.904677152633667, 0.2895567715167999, 0.021325886249542236, 1.5912152528762817, -1.0654525756835938, -0.32625365257263184]",french_toast,7.txt
100,"[1.328253984451294, -0.5835456848144531, -0.7380143404006958, 2.1503989696502686, 0.24167369306087494, -1.7089036703109741, -0.8730614185333252, 2.038026809692383, -0.28158411383628845, 1.0670790672302246, 0.9700812697410583, -0.23849603533744812, 0.440746933221817, 1.6729114055633545, -1.2687273025512695, -1.096717357635498, -0.0009193866862915456, -0.3511534333229065, -0.9167284369468689, -1.1895674467086792, -2.3719656467437744, 0.2534286081790924, 1.1022555828094482, 1.139829158782959, 0.1221516877412796, -0.4608308970928192, -0.3722773492336273]",french_toast,8.txt
101,"[-0.14867240190505981, 1.0085266828536987, 0.3197520077228546, 1.1718673706054688, -0.3761310577392578, -0.626546323299408, -1.3785351514816284, 1.7234528064727783, 0.7734906077384949, -0.43582653999328613, 0.5692073106765747, 1.0003292560577393, -0.6635502576828003, 0.7023110389709473, -0.3467079997062683, 0.6218786835670471, 0.23928532004356384, 1.305247187614441, -0.9097216129302979, -1.0773818492889404, -0.949371337890625, -0.4779953360557556, -0.10671546310186386, -0.1076638475060463, 1.4651883840560913, 1.593808889389038, 1.1246412992477417]",french_toast,9.txt
102,"[0.10347478091716766, -0.5224786996841431, -0.7828533053398132, 0.5032590627670288, -1.6596628427505493, -0.3965982496738434, 0.4852486550807953, 1.9038673639297485, -0.9628989100456238, 1.3565868139266968, 0.3669440746307373, -1.3297576904296875, -0.5893566608428955, -0.2724588215351105, -0.6061068177223206, -0.4715668261051178, -0.9925455451011658, 0.029789453372359276, 1.1642980575561523, -0.3181392550468445, -0.947382926940918, 0.3571197986602783, 1.3883024454116821, 1.966492772102356, -1.0226057767868042, -1.5295904874801636, 0.02909245155751705]",fried_rice,1.txt
103,"[-1.1325428485870361, 0.3571167290210724, 1.4855698347091675, 0.5819070935249329, -2.204427719116211, -0.7964059710502625, 0.5011645555496216, 1.8262264728546143, -0.3149166405200958, 0.367430180311203, -0.4692680239677429, -1.684497594833374, -1.5767029523849487, 0.12409064918756485, 0.14246056973934174, 2.204453468322754, 0.1836354285478592, 0.05526039004325867, 1.003623604774475, -0.12135869264602661, -0.14531372487545013, -0.3798066973686218, 0.8000487089157104, 2.0963823795318604, -0.013223188929259777, 0.5727403163909912, -0.3072596788406372]",fried_rice,10.txt
104,"[-0.8917224407196045, 1.7153414487838745, 0.08426570892333984, -1.0578727722167969, -1.0786778926849365, 0.3124684691429138, 0.5386732816696167, 0.3763033151626587, 1.0858360528945923, 0.582176148891449, -0.3311750888824463, -0.9119549989700317, -0.7775086760520935, -0.9802295565605164, 1.8363486528396606, 1.07760488986969, -1.0394192934036255, 0.9292797446250916, -0.6298450827598572, -1.27366304397583, -0.9897674918174744, 0.5156627297401428, -0.4352083206176758, 1.921872615814209, -0.2622005343437195, -1.2270079851150513, 2.280080556869507]",fried_rice,11.txt
105,"[-1.1369421482086182, 0.10184969753026962, -0.22849838435649872, -0.29174166917800903, -1.0301002264022827, 1.3324193954467773, -0.36202508211135864, 1.4276598691940308, -0.6259627938270569, 0.7139569520950317, 0.5388889908790588, -0.3991345167160034, -0.7511193156242371, -0.16108998656272888, 0.7750985622406006, -0.4395877718925476, 0.6676335334777832, 0.21149121224880219, 0.6648004055023193, 0.6336870193481445, -2.2229437828063965, -1.786623477935791, 0.5558902621269226, 1.7419898509979248, -1.9072128534317017, 0.4728298783302307, 0.5230264663696289]",fried_rice,12.txt
106,"[-0.40320292115211487, -0.25327253341674805, 2.039794921875, -0.9194177985191345, -2.1254916191101074, -0.07179318368434906, 0.5753152966499329, 1.236959457397461, 0.7661868333816528, 0.22845810651779175, 0.29454293847084045, -0.06291747838258743, -0.937110424041748, -1.1450270414352417, -0.02223108522593975, 0.5381341576576233, -0.5215967893600464, -0.2395561784505844, -1.0195561647415161, 0.8144963383674622, -2.3109912872314453, -0.4790637195110321, 1.0369203090667725, 0.22371415793895721, -0.7523263096809387, -1.370501160621643, 1.4895745515823364]",fried_rice,13.txt
107,"[-1.319879174232483, -0.10270782560110092, 1.26596200466156, -0.9924168586730957, -0.9968645572662354, -0.3950003385543823, 0.572640061378479, 2.4043874740600586, 0.5692858099937439, 0.6604195833206177, 0.17166677117347717, 0.8574658036231995, 0.15511715412139893, -1.342557668685913, 1.0303782224655151, 1.8660144805908203, -0.3508910834789276, -0.1415342390537262, -1.1616140604019165, 0.47556471824645996, -1.772804617881775, -1.315546989440918, -0.058548446744680405, 2.275416612625122, -0.1739051789045334, -0.04046465829014778, 1.6550931930541992]",fried_rice,14.txt
108,"[0.7928098440170288, 0.8796687126159668, -1.1868022680282593, -0.5298535823822021, -0.206307053565979, -0.4251127243041992, 1.5305055379867554, -0.278903990983963, 1.1133654117584229, 1.7285937070846558, 1.1455612182617188, -1.0541927814483643, 0.8493374586105347, -1.297534465789795, 0.7675122022628784, 0.8937501311302185, -1.339109182357788, 0.6420975923538208, -1.475687026977539, -0.8920772075653076, -1.2678277492523193, -1.6479592323303223, 1.4680731296539307, 1.035125970840454, -1.6849095821380615, -0.8776348829269409, -0.002227389020845294]",fried_rice,2.txt
109,"[-1.1710302829742432, 0.9508413672447205, 0.42966416478157043, -0.16450123488903046, -1.7905149459838867, 0.3436180353164673, -0.21042709052562714, 0.2573154866695404, 1.013100028038025, 1.0406097173690796, 0.2984970211982727, -0.21978959441184998, -0.944327712059021, -0.62038254737854, 1.1555033922195435, 0.3583933711051941, -0.49248719215393066, 0.029346728697419167, -0.20089629292488098, 0.8890429139137268, -1.703354835510254, -0.6157299876213074, -0.4458843469619751, 2.572941780090332, 0.78759765625, -0.5389568209648132, 0.7489181756973267]",fried_rice,3.txt
110,"[-1.1174767017364502, 1.251310110092163, 0.6779106855392456, -0.3006066381931305, -1.0174297094345093, 0.38785067200660706, 1.439213514328003, 2.223644256591797, -0.42247214913368225, -0.5566879510879517, -0.1425822675228119, -1.043830156326294, -0.9869324564933777, -0.9170494675636292, 0.6119325757026672, 1.634493112564087, -1.3662817478179932, -1.112913727760315, -0.33779633045196533, -0.6623665690422058, -1.979412317276001, -0.6985855102539062, 1.0412671566009521, 1.8982709646224976, -0.7912639379501343, -1.362213373184204, 1.173549771308899]",fried_rice,4.txt
111,"[-0.2931266129016876, 1.0448963642120361, 0.7416210770606995, 0.6623714566230774, -1.6662607192993164, 0.2444700449705124, 0.013043041341006756, 1.863231897354126, -0.18553274869918823, 0.5933797359466553, 0.3777233362197876, -1.7561554908752441, -1.0106375217437744, 0.6687065958976746, 0.4295128285884857, 0.6644812822341919, -0.2039852887392044, -0.03455678001046181, 1.2893797159194946, -0.23188647627830505, -0.8692006468772888, 0.09851782768964767, 1.2879164218902588, 1.9585195779800415, -0.7179284691810608, 0.06231474503874779, 0.3335103988647461]",fried_rice,5.txt
112,"[-0.6635758280754089, -0.44962388277053833, 0.8059162497520447, -0.8545820713043213, -1.1361643075942993, -1.2596999406814575, -0.3506244719028473, 1.4138165712356567, -0.0013988823629915714, 1.753210186958313, -0.0357053242623806, 0.4834733307361603, -0.36690765619277954, -1.6509402990341187, 0.1305500715970993, 2.3120994567871094, 0.4241947829723358, 0.11940951645374298, 1.0153625011444092, 1.3326025009155273, 0.516613245010376, -0.8295928239822388, 1.0298439264297485, 2.1136040687561035, 0.1885284185409546, -0.5839409828186035, 1.8947064876556396]",fried_rice,6.txt
113,"[-0.19361421465873718, 0.9735838770866394, -0.8548372983932495, -1.1482006311416626, -1.037418246269226, 1.32492196559906, 0.962127149105072, 0.417880117893219, 0.917432963848114, 1.0032339096069336, 0.7581092119216919, 0.10220400243997574, -0.6762611865997314, 0.19079327583312988, 1.8500869274139404, 1.6244912147521973, 0.9884424209594727, -0.8165891766548157, -0.36886081099510193, -0.3862776756286621, -1.6973942518234253, -2.070955753326416, 1.049696445465088, 1.8075344562530518, -1.1784133911132812, -0.2864622175693512, 1.0155553817749023]",fried_rice,7.txt
114,"[0.08530987799167633, -1.3678292036056519, 1.5804369449615479, 1.2353880405426025, -1.5818042755126953, -0.1712999790906906, 0.7091739773750305, 1.223201036453247, -0.0881708636879921, -0.33983731269836426, -1.1201707124710083, -0.6083422303199768, -1.259232521057129, -1.9144902229309082, 2.083453416824341, -0.0022796345874667168, 1.425487995147705, 0.7022388577461243, 0.37692755460739136, -0.075279101729393, -0.9081866145133972, 0.17193256318569183, -0.4088006913661957, 2.0106070041656494, -1.9093166589736938, -0.4498407542705536, 1.016031265258789]",fried_rice,8.txt
115,"[-0.4162415564060211, -0.5425676703453064, 0.4635426104068756, 0.2681843340396881, -1.342241644859314, 1.1498512029647827, -0.33991706371307373, 0.7809452414512634, -1.8108566999435425, 1.1939432621002197, -1.0143038034439087, -0.7357586622238159, 0.32297757267951965, -0.5342696309089661, 1.219597339630127, 1.0539745092391968, -0.507404625415802, 0.04509035870432854, -1.1692522764205933, -0.01709413155913353, -1.8563786745071411, 0.07027408480644226, 1.0187445878982544, 1.2747541666030884, 0.047792594879865646, -0.3731633424758911, -0.6760653257369995]",fried_rice,9.txt
116,"[0.4877726137638092, 0.4482291340827942, -0.4347546696662903, 0.7954214215278625, 1.9915169477462769, -0.48782679438591003, 0.013156190514564514, -1.167966604232788, -1.2469755411148071, -0.15638765692710876, -1.0437183380126953, -1.1240776777267456, -0.4499228000640869, 0.4666750431060791, -1.5622037649154663, -1.0282636880874634, 0.33845245838165283, -1.4508693218231201, -1.4214701652526855, 0.3204743266105652, 1.129167914390564, 1.5874111652374268, -1.9709928035736084, -0.8176390528678894, -1.067838191986084, 1.2698085308074951, -0.6592373847961426]",frozen_yogurt,1.txt
117,"[-0.284138560295105, -0.3722010552883148, -0.7011539340019226, -1.5904713869094849, -0.32987159490585327, -1.9808006286621094, 0.6261577010154724, -1.6290185451507568, -0.8534745573997498, -0.21448300778865814, -1.726609230041504, 0.27955567836761475, -1.4125674962997437, 1.0565881729125977, -0.3395788073539734, -0.46020209789276123, 1.7966760396957397, -1.7247791290283203, -0.6625299453735352, 0.531822144985199, -0.5009308457374573, 1.6030875444412231, -0.012359905987977982, -0.7555562853813171, 0.42839330434799194, 0.1360626518726349, -0.8405032753944397]",frozen_yogurt,10.txt
118,"[-1.6703870296478271, -0.5686904788017273, 0.07577093690633774, -1.1514334678649902, 1.6277093887329102, -0.9200408458709717, 1.8262150287628174, -1.5028387308120728, -1.6031051874160767, 0.5084565281867981, -1.0125415325164795, 0.6158307194709778, -0.4304215908050537, 1.3102338314056396, 0.25570377707481384, 0.8259152173995972, 0.39524558186531067, -0.6580327749252319, -1.5471822023391724, 0.7101598978042603, -1.339326024055481, 0.8197559714317322, -1.1868650913238525, -0.3213093876838684, -0.36431002616882324, -1.4357150793075562, -1.0775413513183594]",frozen_yogurt,11.txt
119,"[-1.074739694595337, -0.1874360293149948, -0.8751511573791504, -1.22209632396698, 0.39359191060066223, -0.8458009958267212, -0.2947361469268799, -1.278395175933838, -0.894169270992279, 0.4602370858192444, -1.2730177640914917, 0.24848581850528717, -2.2544474601745605, 0.21339495480060577, -0.4384363889694214, -0.7302937507629395, 1.446811556816101, -1.4574261903762817, -0.6873863935470581, 1.4297630786895752, -0.4542924761772156, 1.2557706832885742, -0.4288018047809601, -0.8463062047958374, 0.5542266368865967, -0.1421348601579666, 0.44802114367485046]",frozen_yogurt,12.txt
120,"[-0.41052359342575073, -0.28464022278785706, 0.15446622669696808, -1.2291339635849, 0.17197082936763763, -0.9035474061965942, -0.2974802851676941, -1.2173265218734741, -1.4154435396194458, 0.37265923619270325, -1.6406291723251343, 0.48237329721450806, -2.0653648376464844, 0.818243145942688, -0.38667866587638855, -1.2502859830856323, 1.5021511316299438, -1.0273241996765137, -1.9021083116531372, 0.7142294049263, -0.3410009741783142, 1.552841305732727, -0.828787624835968, -0.6439574956893921, -0.19562818109989166, 0.41833561658859253, 0.6255496144294739]",frozen_yogurt,13.txt
121,"[-1.2855887413024902, 0.7446574568748474, -0.23052383959293365, -1.04404878616333, 0.40003570914268494, -0.7203071117401123, 0.6930379867553711, -0.00033181149046868086, -0.09234251827001572, 0.2892473638057709, -0.059673164039850235, -1.3422974348068237, 0.08680684864521027, 1.7773598432540894, -0.4391295909881592, -1.1591227054595947, 1.1790071725845337, -0.027158331125974655, 0.4964216649532318, 0.5944396257400513, -1.5524381399154663, 0.5138371586799622, -1.9252879619598389, 0.39497843384742737, -0.6403536796569824, 0.24858011305332184, 0.757594108581543]",frozen_yogurt,2.txt
122,"[-0.04957998916506767, 0.679471492767334, 0.8730251789093018, -0.5861203670501709, 1.8949952125549316, -0.5528678894042969, -0.6226465702056885, -1.4377018213272095, 0.06385356187820435, 0.40647199749946594, -0.21783114969730377, -1.447216272354126, 1.1550959348678589, 1.5541620254516602, -1.121970295906067, 0.3862696588039398, 0.7912134528160095, -0.9228390455245972, 0.4765949547290802, 0.02565852738916874, -1.0126363039016724, 0.6477575302124023, 0.06059404835104942, -0.2668510675430298, -1.7281208038330078, -0.03835659101605415, 1.4962034225463867]",frozen_yogurt,3.txt
123,"[0.07735825330018997, 1.0864242315292358, -0.4425407648086548, -1.1792335510253906, 0.15678614377975464, -1.873156189918518, 0.05333564057946205, -1.399240493774414, -0.06448785215616226, 1.426128625869751, -0.2224719226360321, -1.413164496421814, 0.5312595963478088, 1.36592435836792, -0.2850547432899475, -0.5892353057861328, 1.232412576675415, -1.3098037242889404, 0.33025187253952026, -0.375217467546463, -0.9289706349372864, -0.9008664488792419, -2.0308690071105957, -0.2081087976694107, 0.31241798400878906, 0.07756120711565018, 0.3005865812301636]",frozen_yogurt,4.txt
124,"[0.4403611123561859, 0.15212097764015198, -1.189365029335022, 0.28050363063812256, 0.6722471117973328, -1.1731150150299072, 0.4421747922897339, 0.32481828331947327, -0.04009947180747986, 1.1158126592636108, -1.6008414030075073, -1.645857810974121, 0.7711226344108582, 1.3656593561172485, -0.21607619524002075, 0.7234241366386414, 1.4368414878845215, -1.0203776359558105, -0.06669507920742035, -0.617079496383667, -0.14160051941871643, -0.45533984899520874, -1.9255303144454956, -0.8589396476745605, -1.2438641786575317, 0.31484246253967285, -0.7305165529251099]",frozen_yogurt,5.txt
125,"[0.62615567445755, 1.3037567138671875, -0.5927745699882507, 0.09821324795484543, 0.2643522620201111, -0.4587167799472809, -0.5758809447288513, -2.2250428199768066, 0.013579069636762142, 1.1173760890960693, 0.049097198992967606, -1.6276787519454956, -0.5340566039085388, 1.553466796875, -0.9297606945037842, 0.05303880572319031, 1.3454145193099976, -1.823852300643921, -0.13165199756622314, -0.6747286319732666, -1.0588182210922241, -0.6309435963630676, -2.242389678955078, -0.8071122169494629, 0.172308549284935, -0.9411109089851379, 0.32550162076950073]",frozen_yogurt,6.txt
126,"[1.0615845918655396, 0.5062565803527832, -1.2389519214630127, -0.4819190204143524, 0.8785809874534607, -0.4243322014808655, -0.7688426971435547, -0.5427306294441223, 0.8107489943504333, 0.9390420317649841, -1.2142366170883179, -1.478323221206665, 0.4908056855201721, 0.8080525994300842, 0.13075736165046692, 0.1626591682434082, 0.5286619663238525, -1.8664915561676025, -0.44616323709487915, 0.6369042992591858, 0.7303277850151062, 0.06087005138397217, -1.6094460487365723, -1.5778138637542725, -0.5377464890480042, 0.7303784489631653, 1.0230318307876587]",frozen_yogurt,7.txt
127,"[0.03141419216990471, 0.006929717492312193, -0.7617980241775513, -1.2933629751205444, 1.3484034538269043, -0.9230241775512695, 1.1897984743118286, -0.9441326260566711, 1.6870752573013306, 0.6920151710510254, -0.21908274292945862, -1.2431832551956177, 0.4308628737926483, 1.4798123836517334, -0.42019060254096985, 0.9410877823829651, 1.129593849182129, -1.1013044118881226, -1.6830406188964844, 0.8516296744346619, -1.282089114189148, 0.338199257850647, -0.8734562993049622, 0.35230129957199097, -1.382734775543213, 0.3533761501312256, -0.42639824748039246]",frozen_yogurt,8.txt
128,"[-1.5790876150131226, 0.10754069685935974, -0.9659113883972168, -0.8329832553863525, -0.08449086546897888, -1.25437331199646, 0.5360171794891357, -1.0423680543899536, -1.0909572839736938, -0.1405325084924698, -0.5515519380569458, -0.10896865278482437, -2.1433708667755127, 0.9868125319480896, -0.4353539049625397, -0.6346580386161804, 1.9848934412002563, -1.0480793714523315, -0.5550620555877686, 1.3329341411590576, -0.6543388962745667, 1.839058518409729, -0.10071825981140137, -0.8645607233047485, 0.3970000743865967, 0.018269577994942665, 0.14044862985610962]",frozen_yogurt,9.txt
